Id,ActivityDate,WeekDay,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalActiveMinutes,TotalMinutes,TotalActiveHours,Calories
1624580081,2016-04-13,Wednesday,7007,4.55000019073486,0.0,0.0,4.55000019073486,0.0,0,0,148,1292,148,1440,2.0,1411
1624580081,2016-04-14,Thursday,9107,5.92000007629395,0.0,0.0,5.90999984741211,0.0099999997764825,0,0,236,1204,236,1440,4.0,1572
1624580081,2016-04-15,Friday,1510,0.980000019073486,0.0,0.0,0.970000028610229,0.0,0,0,96,1344,96,1440,2.0,1344
1624580081,2016-04-16,Saturday,5370,3.49000000953674,0.0,0.0,3.49000000953674,0.0,0,0,176,1264,176,1440,3.0,1463
1624580081,2016-04-17,Sunday,6175,4.05999994277954,1.02999997138977,1.51999998092651,1.49000000953674,0.0099999997764825,15,22,127,1276,164,1440,3.0,1554
1624580081,2016-04-18,Monday,10536,7.40999984741211,2.15000009536743,0.620000004768372,4.61999988555908,0.0099999997764825,17,7,202,1214,226,1440,4.0,1604
1624580081,2016-04-19,Tuesday,2916,1.89999997615814,0.0,0.0,1.89999997615814,0.0,0,0,141,1299,141,1440,2.0,1435
1624580081,2016-04-20,Wednesday,4974,3.23000001907349,0.0,0.0,3.23000001907349,0.0,0,0,151,1289,151,1440,3.0,1446
1624580081,2016-04-21,Thursday,6349,4.13000011444092,0.0,0.0,4.1100001335144,0.0199999995529652,0,0,186,1254,186,1440,3.0,1467
1624580081,2016-04-22,Friday,4026,2.61999988555908,0.0,0.0,2.59999990463257,0.0,0,0,199,1241,199,1440,3.0,1470
1624580081,2016-04-23,Saturday,8538,5.55000019073486,0.0,0.0,5.53999996185303,0.0099999997764825,0,0,227,1213,227,1440,4.0,1562
1624580081,2016-04-24,Sunday,6076,3.95000004768372,1.14999997615814,0.910000026226044,1.88999998569489,0.0,16,18,185,1221,219,1440,4.0,1617
1624580081,2016-04-25,Monday,6497,4.21999979019165,0.0,0.0,4.19999980926514,0.0199999995529652,0,0,202,1238,202,1440,3.0,1492
1624580081,2016-04-26,Tuesday,2826,1.8400000333786,0.0,0.0,1.83000004291534,0.0099999997764825,0,0,140,1300,140,1440,2.0,1402
1624580081,2016-04-27,Wednesday,8367,5.44000005722046,1.11000001430511,1.87000000476837,2.46000003814697,0.0,17,36,154,1233,207,1440,3.0,1670
1624580081,2016-04-28,Thursday,2759,1.78999996185303,0.0,0.200000002980232,1.60000002384186,0.0,0,5,115,1320,120,1440,2.0,1401
1624580081,2016-04-29,Friday,2390,1.54999995231628,0.0,0.0,1.54999995231628,0.0,0,0,150,1290,150,1440,2.0,1404
1624580081,2016-04-30,Saturday,6474,4.30000019073486,0.899999976158142,1.27999997138977,2.11999988555908,0.0099999997764825,11,23,224,1182,258,1440,4.0,1655
1624580081,2016-05-01,Sunday,36019,28.0300006866455,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186,63,171,1020,420,1440,7.0,2690
1624580081,2016-05-02,Monday,7155,4.92999982833862,0.860000014305115,0.589999973773956,3.47000002861023,0.0,7,6,166,1261,179,1440,3.0,1497
1624580081,2016-05-03,Tuesday,2100,1.37000000476837,0.0,0.0,1.3400000333786,0.0199999995529652,0,0,96,1344,96,1440,2.0,1334
1624580081,2016-05-04,Wednesday,2193,1.42999994754791,0.0,0.0,1.41999995708466,0.0,0,0,118,1322,118,1440,2.0,1368
1624580081,2016-05-05,Thursday,2470,1.61000001430511,0.0,0.0,1.58000004291534,0.0199999995529652,0,0,117,1323,117,1440,2.0,1370
1624580081,2016-05-06,Friday,1727,1.12000000476837,0.0,0.0,1.12000000476837,0.0099999997764825,0,0,102,1338,102,1440,2.0,1341
1624580081,2016-05-07,Saturday,2104,1.37000000476837,0.0,0.0,1.37000000476837,0.0,0,0,182,1258,182,1440,3.0,1474
1624580081,2016-05-08,Sunday,3427,2.23000001907349,0.0,0.0,2.22000002861023,0.0,0,0,152,1288,152,1440,3.0,1427
1624580081,2016-05-09,Monday,1732,1.12999999523163,0.0,0.0,1.12999999523163,0.0,0,0,91,1349,91,1440,2.0,1328
1624580081,2016-05-10,Tuesday,2969,1.92999994754791,0.0,0.0,1.91999995708466,0.0099999997764825,0,0,139,1301,139,1440,2.0,1393
1624580081,2016-05-11,Wednesday,3134,2.03999996185303,0.0,0.0,2.03999996185303,0.0,0,0,112,1328,112,1440,2.0,1359
1624580081,2016-05-12,Thursday,2971,1.92999994754791,0.0,0.0,1.91999995708466,0.0099999997764825,0,0,107,890,107,997,2.0,1002
1644430081,2016-04-12,Tuesday,10694,7.76999998092651,0.140000000596046,2.29999995231628,5.32999992370605,0.0,2,51,256,1131,309,1440,5.0,3199
1644430081,2016-04-13,Wednesday,8001,5.82000017166138,2.27999997138977,0.899999976158142,2.64000010490417,0.0,30,16,135,1259,181,1440,3.0,2902
1644430081,2016-04-14,Thursday,11037,8.02000045776367,0.360000014305115,2.55999994277954,5.09999990463257,0.0,5,58,252,1125,315,1440,5.0,3226
1644430081,2016-04-15,Friday,5263,3.82999992370605,0.219999998807907,0.150000005960464,3.45000004768372,0.0,3,4,170,1263,177,1440,3.0,2750
1644430081,2016-04-16,Saturday,15300,11.1199998855591,4.09999990463257,1.87999999523163,5.09000015258789,0.0,51,42,212,1135,305,1440,5.0,3493
1644430081,2016-04-17,Sunday,8757,6.36999988555908,2.25,0.569999992847443,3.54999995231628,0.0,29,13,186,1212,228,1440,4.0,3011
1644430081,2016-04-18,Monday,7132,5.19000005722046,1.07000005245209,1.66999995708466,2.45000004768372,0.0,15,33,121,1271,169,1440,3.0,2806
1644430081,2016-04-19,Tuesday,11256,8.18000030517578,0.360000014305115,2.52999997138977,5.30000019073486,0.0,5,58,278,1099,341,1440,6.0,3300
1644430081,2016-04-20,Wednesday,2436,1.76999998092651,0.0,0.0,1.75999999046326,0.0099999997764825,0,0,125,1315,125,1440,2.0,2430
1644430081,2016-04-21,Thursday,1223,0.889999985694885,0.0,0.0,0.879999995231628,0.0099999997764825,0,0,38,1402,38,1440,1.0,2140
1644430081,2016-04-22,Friday,3673,2.67000007629395,0.0,0.0,2.66000008583069,0.0099999997764825,0,0,86,1354,86,1440,1.0,2344
1644430081,2016-04-23,Saturday,6637,4.82999992370605,0.0,0.579999983310699,4.25,0.0,0,15,160,1265,175,1440,3.0,2677
1644430081,2016-04-24,Sunday,3321,2.41000008583069,0.0,0.0,2.41000008583069,0.0,0,0,89,1351,89,1440,1.0,2413
1644430081,2016-04-25,Monday,3580,2.59999990463257,0.589999973773956,0.0599999986588955,1.95000004768372,0.0,8,1,94,1337,103,1440,2.0,2497
1644430081,2016-04-26,Tuesday,9919,7.21000003814697,0.800000011920929,1.72000002861023,4.69000005722046,0.0,11,41,223,1165,275,1440,5.0,3123
1644430081,2016-04-27,Wednesday,3032,2.20000004768372,0.0,0.0,2.20000004768372,0.0,0,0,118,1322,118,1440,2.0,2489
1644430081,2016-04-28,Thursday,9405,6.84000015258789,0.200000002980232,2.3199999332428,4.30999994277954,0.0,3,53,227,1157,283,1440,5.0,3108
1644430081,2016-04-29,Friday,3176,2.30999994277954,0.0,0.0,2.30999994277954,0.0,0,0,120,1193,120,1313,2.0,2498
1644430081,2016-04-30,Saturday,18213,13.2399997711182,0.629999995231628,3.14000010490417,9.46000003814697,0.0,9,71,402,816,482,1298,8.0,3846
1644430081,2016-05-01,Sunday,6132,4.46000003814697,0.239999994635582,0.990000009536743,3.23000001907349,0.0,3,24,146,908,173,1081,3.0,2696
1644430081,2016-05-02,Monday,3758,2.73000001907349,0.0700000002980232,0.310000002384186,2.34999990463257,0.0,1,7,148,682,156,838,3.0,2580
1644430081,2016-05-03,Tuesday,12850,9.34000015258789,0.720000028610229,4.09000015258789,4.53999996185303,0.0,10,94,221,1115,325,1440,5.0,3324
1644430081,2016-05-04,Wednesday,2309,1.67999994754791,0.0,0.0,1.6599999666214,0.0199999995529652,0,0,52,1388,52,1440,1.0,2222
1644430081,2016-05-05,Thursday,4363,3.19000005722046,0.519999980926514,0.540000021457672,2.13000011444092,0.0099999997764825,6,12,81,1341,99,1440,2.0,2463
1644430081,2016-05-06,Friday,9787,7.11999988555908,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,1054,386,1440,6.0,3328
1644430081,2016-05-07,Saturday,13372,9.72000026702881,3.25999999046326,0.790000021457672,5.67000007629395,0.0099999997764825,41,17,243,1139,301,1440,5.0,3404
1644430081,2016-05-08,Sunday,6724,4.8899998664856,0.0,0.0,4.88000011444092,0.0,0,0,295,991,295,1286,5.0,2987
1644430081,2016-05-09,Monday,6643,4.82999992370605,2.39000010490417,0.349999994039536,2.08999991416931,0.0099999997764825,32,6,303,1099,341,1440,6.0,3008
1644430081,2016-05-10,Tuesday,9167,6.65999984741211,0.879999995231628,0.810000002384186,4.96999979019165,0.0099999997764825,12,19,155,1254,186,1440,3.0,2799
1644430081,2016-05-11,Wednesday,1329,0.970000028610229,0.0,0.0,0.949999988079071,0.0099999997764825,0,0,49,713,49,762,1.0,1276
1844505072,2016-04-12,Tuesday,6697,4.42999982833862,0.0,0.0,4.42999982833862,0.0,0,0,339,1101,339,1440,6.0,2030
1844505072,2016-04-13,Wednesday,4929,3.25999999046326,0.0,0.0,3.25999999046326,0.0,0,0,248,1192,248,1440,4.0,1860
1844505072,2016-04-14,Thursday,7937,5.25,0.0,0.0,5.23000001907349,0.0,0,0,373,843,373,1216,6.0,2130
1844505072,2016-04-15,Friday,3844,2.53999996185303,0.0,0.0,2.53999996185303,0.0,0,0,176,527,176,703,3.0,1725
1844505072,2016-04-16,Saturday,3414,2.25999999046326,0.0,0.0,2.25999999046326,0.0,0,0,147,1293,147,1440,2.0,1657
1844505072,2016-04-17,Sunday,4525,2.99000000953674,0.140000000596046,0.259999990463257,2.58999991416931,0.0,2,8,199,1231,209,1440,3.0,1793
1844505072,2016-04-18,Monday,4597,3.03999996185303,0.0,0.479999989271164,2.55999994277954,0.0,0,12,217,1211,229,1440,4.0,1814
1844505072,2016-04-19,Tuesday,197,0.129999995231628,0.0,0.0,0.129999995231628,0.0,0,0,10,1430,10,1440,0.0,1366
1844505072,2016-04-20,Wednesday,8,0.0099999997764825,0.0,0.0,0.0099999997764825,0.0,0,0,1,1439,1,1440,0.0,1349
1844505072,2016-04-21,Thursday,8054,5.32000017166138,0.119999997317791,0.519999980926514,4.67999982833862,0.0,2,13,308,1117,323,1440,5.0,2062
1844505072,2016-04-22,Friday,5372,3.54999995231628,0.0,0.0,3.54999995231628,0.0,0,0,220,1220,220,1440,4.0,1827
1844505072,2016-04-23,Saturday,3570,2.35999989509583,0.0,0.0,2.35999989509583,0.0,0,0,139,1301,139,1440,2.0,1645
1844505072,2016-04-24,Sunday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,1347
1844505072,2016-04-25,Monday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,1347
1844505072,2016-04-26,Tuesday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,1347
1844505072,2016-04-27,Wednesday,4,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1,1440,0.0,1348
1844505072,2016-04-28,Thursday,6907,4.57000017166138,0.0,0.0,4.55999994277954,0.0,0,0,302,1138,302,1440,5.0,1992
1844505072,2016-04-29,Friday,4920,3.25,0.0,0.0,3.25,0.0,0,0,247,1082,247,1329,4.0,1856
1844505072,2016-04-30,Saturday,4014,2.67000007629395,0.0,0.0,2.65000009536743,0.0,0,0,184,218,184,402,3.0,1763
1844505072,2016-05-01,Sunday,2573,1.70000004768372,0.0,0.259999990463257,1.45000004768372,0.0,0,7,75,585,82,667,1.0,1541
1844505072,2016-05-02,Monday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,1348
1844505072,2016-05-03,Tuesday,4059,2.6800000667572,0.0,0.0,2.6800000667572,0.0,0,0,184,1256,184,1440,3.0,1742
1844505072,2016-05-04,Wednesday,2080,1.37000000476837,0.0,0.0,1.37000000476837,0.0,0,0,87,1353,87,1440,1.0,1549
1844505072,2016-05-05,Thursday,2237,1.48000001907349,0.0,0.0,1.48000001907349,0.0,0,0,120,1320,120,1440,2.0,1589
1844505072,2016-05-06,Friday,44,0.0299999993294477,0.0,0.0,0.0299999993294477,0.0,0,0,2,1438,2,1440,0.0,1351
1844505072,2016-05-07,Saturday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,1347
1844505072,2016-05-08,Sunday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,1347
1844505072,2016-05-09,Monday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,1347
1844505072,2016-05-10,Tuesday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,1347
1844505072,2016-05-11,Wednesday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,1347
1844505072,2016-05-12,Thursday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,711,0,711,0.0,665
1927972279,2016-04-12,Tuesday,678,0.469999998807907,0.0,0.0,0.469999998807907,0.0,0,0,55,734,55,789,1.0,2220
1927972279,2016-04-13,Wednesday,356,0.25,0.0,0.0,0.25,0.0,0,0,32,986,32,1018,1.0,2151
1927972279,2016-04-14,Thursday,2163,1.5,0.0,0.400000005960464,1.10000002384186,0.0,0,9,88,1292,97,1389,2.0,2383
1927972279,2016-04-15,Friday,980,0.680000007152557,0.0,0.0,0.680000007152557,0.0,0,0,51,941,51,992,1.0,2221
1927972279,2016-04-16,Saturday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,2064
1927972279,2016-04-17,Sunday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,2063
1927972279,2016-04-18,Monday,244,0.170000001788139,0.0,0.0,0.170000001788139,0.0,0,0,17,1423,17,1440,0.0,2111
1927972279,2016-04-19,Tuesday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,2063
1927972279,2016-04-20,Wednesday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,2063
1927972279,2016-04-21,Thursday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,2064
1927972279,2016-04-22,Friday,149,0.100000001490116,0.0,0.0,0.100000001490116,0.0,0,0,10,1430,10,1440,0.0,2093
1927972279,2016-04-23,Saturday,2945,2.03999996185303,0.0,0.0,2.03999996185303,0.0,0,0,145,1295,145,1440,2.0,2499
1927972279,2016-04-24,Sunday,2090,1.45000004768372,0.0700000002980232,0.239999994635582,1.13999998569489,0.0,1,6,75,1358,82,1440,1.0,2324
1927972279,2016-04-25,Monday,152,0.109999999403954,0.0,0.0,0.109999999403954,0.0,0,0,12,1303,12,1315,0.0,2100
1927972279,2016-04-26,Tuesday,3761,2.59999990463257,0.0,0.0,2.59999990463257,0.0,0,0,192,1058,192,1250,3.0,2638
1927972279,2016-04-27,Wednesday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,2063
1927972279,2016-04-28,Thursday,1675,1.1599999666214,0.0,0.0,1.1599999666214,0.0,0,0,95,1167,95,1262,2.0,2351
1927972279,2016-04-29,Friday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,2063
1927972279,2016-04-30,Saturday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,2064
1927972279,2016-05-01,Sunday,2704,1.87000000476837,1.00999999046326,0.0299999993294477,0.829999983310699,0.0,14,1,70,1355,85,1440,1.0,2411
1927972279,2016-05-02,Monday,3790,2.61999988555908,1.1599999666214,0.300000011920929,1.1599999666214,0.0,16,8,94,1322,118,1440,2.0,2505
1927972279,2016-05-03,Tuesday,1326,0.920000016689301,0.730000019073486,0.0,0.180000007152557,0.0,10,0,17,1413,27,1440,0.0,2195
1927972279,2016-05-04,Wednesday,1786,1.24000000953674,0.0,0.0,1.24000000953674,0.0,0,0,87,1353,87,1440,1.0,2338
1927972279,2016-05-05,Thursday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,2063
1927972279,2016-05-06,Friday,2091,1.45000004768372,0.0,0.0,1.45000004768372,0.0,0,0,108,1332,108,1440,2.0,2383
1927972279,2016-05-07,Saturday,1510,1.03999996185303,0.0,0.0,1.03999996185303,0.0,0,0,48,1392,48,1440,1.0,2229
1927972279,2016-05-08,Sunday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,2063
1927972279,2016-05-09,Monday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,2063
1927972279,2016-05-10,Tuesday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,2063
1927972279,2016-05-11,Wednesday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0.0,2063
1927972279,2016-05-12,Thursday,0,0.0,0.0,0.0,0.0,0.0,0,0,0,966,0,966,0.0,1383
2022484408,2016-04-12,Tuesday,11875,8.34000015258789,3.30999994277954,0.769999980926514,4.26000022888184,0.0,42,14,227,1157,283,1440,5.0,2390
2022484408,2016-04-13,Wednesday,12024,8.5,2.99000000953674,0.100000001490116,5.40999984741211,0.0,43,5,292,1100,340,1440,6.0,2601
2022484408,2016-04-14,Thursday,10690,7.5,2.48000001907349,0.209999993443489,4.82000017166138,0.0,32,3,257,1148,292,1440,5.0,2312
2022484408,2016-04-15,Friday,11034,8.02999973297119,1.94000005722046,0.310000002384186,5.78000020980835,0.0,27,9,282,1122,318,1440,5.0,2525
2022484408,2016-04-16,Saturday,10100,7.09000015258789,3.15000009536743,0.550000011920929,3.39000010490417,0.0,41,11,151,1237,203,1440,3.0,2177
2022484408,2016-04-17,Sunday,15112,11.3999996185303,3.86999988555908,0.660000026226044,6.88000011444092,0.0,28,29,331,1052,388,1440,6.0,2782
2022484408,2016-04-18,Monday,14131,10.0699996948242,3.64000010490417,0.119999997317791,6.30000019073486,0.0,48,3,311,1078,362,1440,6.0,2770
2022484408,2016-04-19,Tuesday,11548,8.52999973297119,3.28999996185303,0.239999994635582,5.0,0.0,31,7,250,1152,288,1440,5.0,2489
2022484408,2016-04-20,Wednesday,15112,10.6700000762939,3.33999991416931,1.92999994754791,5.40000009536743,0.0,48,63,276,1053,387,1440,6.0,2897
2022484408,2016-04-21,Thursday,12453,8.73999977111816,3.32999992370605,1.11000001430511,4.30999994277954,0.0,104,53,255,1028,412,1440,7.0,3158
2022484408,2016-04-22,Friday,12954,9.32999992370605,4.42999982833862,0.419999986886978,4.46999979019165,0.0,52,10,273,1105,335,1440,6.0,2638
2022484408,2016-04-23,Saturday,6001,4.21000003814697,0.0,0.0,4.21000003814697,0.0,0,0,249,1191,249,1440,4.0,2069
2022484408,2016-04-24,Sunday,13481,10.2799997329712,4.55000019073486,1.14999997615814,4.57999992370605,0.0,37,26,216,1161,279,1440,5.0,2529
2022484408,2016-04-25,Monday,11369,8.01000022888184,3.32999992370605,0.219999998807907,4.46000003814697,0.0,44,8,217,1171,269,1440,4.0,2470
2022484408,2016-04-26,Tuesday,10119,7.19000005722046,1.42999994754791,0.660000026226044,5.1100001335144,0.0,55,24,275,1086,354,1440,6.0,2793
2022484408,2016-04-27,Wednesday,10159,7.13000011444092,1.03999996185303,0.970000028610229,5.11999988555908,0.0,19,20,282,1119,321,1440,5.0,2463
2022484408,2016-04-28,Thursday,10140,7.11999988555908,0.409999996423721,1.33000004291534,5.3899998664856,0.0,6,20,291,1123,317,1440,5.0,2296
2022484408,2016-04-29,Friday,10245,7.19000005722046,0.479999989271164,1.21000003814697,5.5,0.0,21,40,281,1098,342,1440,6.0,2611
2022484408,2016-04-30,Saturday,18387,12.9099998474121,0.939999997615814,1.39999997615814,10.5699996948242,0.0,13,23,361,1043,397,1440,7.0,2732
2022484408,2016-05-01,Sunday,10538,7.40000009536743,1.94000005722046,0.959999978542328,4.5,0.0,25,28,245,1142,298,1440,5.0,2380
2022484408,2016-05-02,Monday,10379,7.28999996185303,2.60999989509583,0.340000003576279,4.32999992370605,0.0,36,8,277,1119,321,1440,5.0,2473
2022484408,2016-05-03,Tuesday,12183,8.73999977111816,3.99000000953674,0.46000000834465,4.28000020980835,0.0,72,14,250,1104,336,1440,6.0,2752
2022484408,2016-05-04,Wednesday,11768,8.28999996185303,2.50999999046326,0.930000007152557,4.84999990463257,0.0,36,27,272,1105,335,1440,6.0,2649
2022484408,2016-05-05,Thursday,11895,8.35000038146973,2.78999996185303,0.860000014305115,4.69999980926514,0.0,55,20,253,1112,328,1440,5.0,2609
2022484408,2016-05-06,Friday,10227,7.17999982833862,1.87000000476837,0.670000016689301,4.6399998664856,0.0,24,17,295,1104,336,1440,6.0,2498
2022484408,2016-05-07,Saturday,6708,4.71000003814697,1.61000001430511,0.0799999982118607,3.01999998092651,0.0,20,2,149,1269,171,1440,3.0,1995
2022484408,2016-05-08,Sunday,3292,2.30999994277954,0.0,0.0,2.30999994277954,0.0,0,0,135,1305,135,1440,2.0,1848
2022484408,2016-05-09,Monday,13379,9.39000034332275,2.11999988555908,1.62999999523163,5.6399998664856,0.0,35,47,297,1061,379,1440,6.0,2709
2022484408,2016-05-10,Tuesday,12798,8.97999954223633,2.22000002861023,1.21000003814697,5.55999994277954,0.0,57,28,271,1084,356,1440,6.0,2797
2022484408,2016-05-11,Wednesday,13272,9.31999969482422,4.17999982833862,1.14999997615814,3.99000000953674,0.0,58,25,224,1133,307,1440,5.0,2544
2022484408,2016-05-12,Thursday,9117,6.40999984741211,1.27999997138977,0.670000016689301,4.44000005722046,0.0,16,16,236,728,268,996,4.0,1853
2026352035,2016-04-12,Tuesday,4414,2.74000000953674,0.189999997615814,0.349999994039536,2.20000004768372,0.0,3,8,181,706,192,898,3.0,1459
2026352035,2016-04-13,Wednesday,4993,3.09999990463257,0.0,0.0,3.09999990463257,0.0,0,0,238,663,238,901,4.0,1521
2026352035,2016-04-14,Thursday,3335,2.0699999332428,0.0,0.0,2.04999995231628,0.0,0,0,197,653,197,850,3.0,1431
2026352035,2016-04-15,Friday,3821,2.36999988555908,0.0,0.0,2.36999988555908,0.0,0,0,188,687,188,875,3.0,1444
2026352035,2016-04-16,Saturday,2547,1.58000004291534,0.0,0.0,1.58000004291534,0.0,0,0,150,728,150,878,2.0,1373
2026352035,2016-04-17,Sunday,838,0.519999980926514,0.0,0.0,0.519999980926514,0.0,0,0,60,1053,60,1113,1.0,1214
